Date,Open,High,Low,Close,AdjClose,Volume
2017-02-28,9515.000000,9570.700195,9484.000000,9555.500000,9555.500000,279234600
2017-03-01,9618.000000,9756.500000,9616.599609,9751.500000,9751.500000,351704200
2017-03-02,9753.099609,9762.299805,9715.799805,9716.000000,9716.000000,275016300
2017-03-03,9694.500000,9799.599609,9669.200195,9798.500000,9798.500000,308709300
2017-03-06,9772.299805,9825.299805,9753.900391,9804.099609,9804.099609,228402800
2017-03-07,9817.700195,9819.799805,9767.400391,9801.700195,9801.700195,172061100
2017-03-08,9792.299805,9881.299805,9785.099609,9850.500000,9850.500000,247118100
2017-03-09,9844.900391,10014.500000,9837.400391,9998.400391,9998.400391,390804800
2017-03-10,10038.799805,10091.400391,9989.099609,10006.400391,10006.400391,405124800
2017-03-13,10020.000000,10023.400391,9957.400391,9995.900391,9995.900391,193631600
2017-03-14,9987.700195,9995.000000,9886.900391,9905.099609,9905.099609,234655700
2017-03-15,9931.200195,10000.099609,9913.200195,9983.200195,9983.200195,265807200
2017-03-16,10090.799805,10175.299805,10063.700195,10168.000000,10168.000000,412425100
2017-03-17,10153.000000,10250.200195,10143.900391,10245.799805,10245.799805,452778600
2017-03-20,10216.700195,10243.000000,10189.000000,10214.000000,10214.000000,188819600
2017-03-21,10270.500000,10334.700195,10188.900391,10211.900391,10211.900391,313017600
2017-03-22,10151.799805,10268.799805,10092.799805,10229.299805,10229.299805,299747100
2017-03-23,10248.900391,10324.900391,10202.000000,10324.900391,10324.900391,226579900
2017-03-24,10312.500000,10330.299805,10276.200195,10309.400391,10309.400391,189556100
2017-03-27,10218.500000,10302.900391,10191.099609,10302.900391,10302.900391,221937100
2017-03-28,10345.599609,10394.799805,10312.900391,10389.000000,10389.000000,215145300
2017-03-29,10409.200195,10424.500000,10303.200195,10367.599609,10367.599609,232255800
2017-03-30,10372.099609,10406.000000,10348.500000,10405.900391,10405.900391,207203700
2017-03-31,10368.500000,10462.900391,10352.200195,10462.900391,10462.900391,252476900
2017-04-03,10457.700195,10457.700195,10324.599609,10325.299805,10325.299805,321622900
2017-04-04,10304.099609,10361.200195,10270.299805,10361.200195,10361.200195,303646300
2017-04-05,10377.200195,10467.299805,10369.099609,10402.700195,10402.700195,254049700
2017-04-06,10349.599609,10534.500000,10322.000000,10518.900391,10518.900391,230287500
2017-04-07,10466.900391,10529.000000,10443.500000,10529.000000,10529.000000,194305600
2017-04-10,10507.900391,10509.000000,10436.500000,10437.700195,10437.700195,222748500
2017-04-11,10381.400391,10463.200195,10358.900391,10416.299805,10416.299805,309439500
2017-04-12,10441.299805,10486.000000,10353.799805,10360.500000,10360.500000,310210400
2017-04-13,10347.900391,10350.400391,10264.599609,10326.099609,10326.099609,233810100
2017-04-18,10365.599609,10370.599609,10216.900391,10264.500000,10264.500000,283861300
2017-04-19,10272.700195,10377.500000,10266.000000,10370.299805,10370.299805,324419400
2017-04-20,10349.299805,10473.900391,10328.500000,10372.500000,10372.500000,292272500
2017-04-21,10388.599609,10434.400391,10307.700195,10377.000000,10377.000000,325215300
2017-04-24,10714.200195,10769.799805,10668.000000,10766.799805,10766.799805,496989600
2017-04-25,10786.099609,10828.799805,10719.000000,10783.099609,10783.099609,299930000
2017-04-26,10810.400391,10815.299805,10710.900391,10763.400391,10763.400391,278421400
2017-04-27,10718.799805,10722.200195,10663.299805,10683.900391,10683.900391,273464800
2017-04-28,10658.400391,10745.500000,10622.799805,10715.799805,10715.799805,298337300
2017-05-02,10737.700195,10820.299805,10719.400391,10820.299805,10820.299805,225313300
2017-05-03,10793.000000,10841.099609,10769.000000,10837.000000,10837.000000,192962800
2017-05-04,10872.099609,11012.900391,10856.400391,11012.900391,11012.900391,310817000
2017-05-05,10971.500000,11135.400391,10967.200195,11135.400391,11135.400391,363491900
2017-05-08,11177.299805,11184.400391,11036.799805,11096.299805,11096.299805,316178000
2017-05-09,11120.099609,11135.099609,11047.099609,11049.200195,11049.200195,268383400
2017-05-10,11029.599609,11053.500000,10958.400391,11034.799805,11034.799805,347633500
2017-05-11,11051.299805,11052.599609,10823.900391,10861.400391,10861.400391,400682600
2017-05-12,10861.900391,10907.599609,10836.000000,10897.000000,10897.000000,262435000
2017-05-15,10941.099609,10960.500000,10891.900391,10957.799805,10957.799805,200105000
2017-05-16,10959.799805,10991.200195,10928.299805,10982.400391,10982.400391,263755600
2017-05-17,10925.900391,10965.900391,10761.299805,10786.099609,10786.099609,304084200
2017-05-18,10727.799805,10756.500000,10564.299805,10684.900391,10684.900391,414319000
2017-05-19,10711.799805,10843.599609,10689.900391,10835.400391,10835.400391,320250400
2017-05-22,10843.500000,10851.000000,10761.400391,10793.400391,10793.400391,226730400
2017-05-23,10766.299805,10928.700195,10756.500000,10916.299805,10916.299805,238314200
2017-05-24,10931.200195,10942.799805,10882.299805,10907.400391,10907.400391,204710400
2017-05-25,10971.200195,10983.900391,10920.700195,10937.700195,10937.700195,184795500
2017-05-26,10911.099609,10918.799805,10801.599609,10904.200195,10904.200195,179953300
2017-05-29,10864.000000,10915.400391,10844.799805,10884.000000,10884.000000,110544400
2017-05-30,10812.500000,10918.500000,10788.700195,10876.900391,10876.900391,217854300
2017-05-31,10885.000000,10957.799805,10856.200195,10880.000000,10880.000000,740246400
2017-06-01,10891.599609,10909.099609,10836.400391,10881.000000,10881.000000,434893600
2017-06-02,10960.000000,11007.700195,10879.599609,10905.900391,10905.900391,426278800
2017-06-05,10889.599609,10916.400391,10842.099609,10884.700195,10884.700195,297625800
2017-06-06,10859.000000,10907.799805,10817.900391,10879.700195,10879.700195,403560300
2017-06-07,10813.599609,10946.900391,10761.700195,10871.700195,10871.700195,276982200
2017-06-08,10847.200195,10981.299805,10837.400391,10953.099609,10953.099609,262972200
2017-06-09,10947.200195,11048.000000,10884.700195,10978.299805,10978.299805,223090700
2017-06-12,10929.700195,10936.599609,10818.500000,10842.400391,10842.400391,193102400
2017-06-13,10872.599609,10937.000000,10846.500000,10882.099609,10882.099609,154037100
2017-06-14,10858.500000,10934.000000,10775.299805,10775.799805,10775.799805,189418700
2017-06-15,10750.799805,10751.599609,10598.000000,10699.599609,10699.599609,225300500
2017-06-16,10731.900391,10786.299805,10702.099609,10759.400391,10759.400391,348073200
2017-06-19,10839.799805,10884.200195,10807.599609,10848.900391,10848.900391,151494000
2017-06-20,10892.299805,10901.500000,10746.099609,10746.099609,10746.099609,155900900
2017-06-21,10721.900391,10761.500000,10615.900391,10740.700195,10740.700195,138994100
2017-06-22,10709.599609,10725.200195,10641.900391,10709.900391,10709.900391,128773800
2017-06-23,10685.599609,10715.500000,10596.299805,10630.799805,10630.799805,120330400
2017-06-26,10666.099609,10757.000000,10656.500000,10696.599609,10696.599609,123202500
2017-06-27,10674.000000,10726.200195,10643.900391,10647.900391,10647.900391,180892300
2017-06-28,10607.799805,10716.700195,10526.599609,10702.700195,10702.700195,232685600
2017-06-29,10735.900391,10772.000000,10514.500000,10531.099609,10531.099609,242894100
2017-06-30,10541.200195,10583.700195,10433.200195,10444.500000,10444.500000,197988500
2017-07-03,10507.599609,10615.099609,10502.200195,10604.200195,10604.200195,161641800
2017-07-04,10543.299805,10611.400391,10530.299805,10566.700195,10566.700195,150484000
2017-07-05,10535.900391,10589.500000,10509.500000,10523.599609,10523.599609,191741800
2017-07-06,10546.099609,10546.200195,10402.000000,10498.400391,10498.400391,211678300
2017-07-07,10495.200195,10505.700195,10433.500000,10488.799805,10488.799805,164172700
2017-07-10,10525.400391,10535.900391,10451.400391,10509.500000,10509.500000,152202800
2017-07-11,10531.500000,10536.900391,10438.799805,10449.099609,10449.099609,156562500
2017-07-12,10482.200195,10580.500000,10470.500000,10560.400391,10560.400391,191888400
2017-07-13,10594.500000,10674.099609,10583.099609,10658.299805,10658.299805,205967900
2017-07-14,10664.599609,10704.299805,10619.299805,10655.099609,10655.099609,164865000
2017-07-17,10665.500000,10670.299805,10604.200195,10651.200195,10651.200195,144914700
2017-07-18,10616.000000,10684.599609,10511.500000,10524.500000,10524.500000,179655500
2017-07-19,10533.900391,10588.099609,10456.099609,10588.099609,10588.099609,275332600
2017-07-20,10597.400391,10627.200195,10534.799805,10564.799805,10564.799805,244518200
2017-07-21,10530.700195,10562.799805,10381.200195,10426.599609,10426.599609,207706400
2017-07-24,10432.000000,10480.200195,10368.099609,10446.500000,10446.500000,161233400
2017-07-25,10451.200195,10621.299805,10446.200195,10523.400391,10523.400391,206504500
2017-07-26,10523.799805,10584.599609,10508.500000,10575.400391,10575.400391,152251800
2017-07-27,10549.299805,10652.900391,10544.400391,10603.400391,10603.400391,161507700
2017-07-28,10574.400391,10577.299805,10497.700195,10536.099609,10536.099609,226261700
2017-07-31,10536.599609,10593.900391,10495.400391,10502.200195,10502.200195,166102800
2017-08-01,10613.400391,10622.200195,10510.900391,10586.700195,10586.700195,150972800
2017-08-02,10592.299805,10607.799805,10493.099609,10513.900391,10513.900391,135542300
2017-08-03,10487.200195,10553.799805,10416.900391,10549.099609,10549.099609,133004200
2017-08-04,10525.000000,10696.099609,10516.400391,10658.400391,10658.400391,148692900
2017-08-07,10682.799805,10689.799805,10643.500000,10676.500000,10676.500000,90544600
2017-08-08,10674.400391,10758.200195,10665.200195,10734.700195,10734.700195,111255100
2017-08-09,10681.400391,10705.900391,10525.099609,10596.000000,10596.000000,153526500
2017-08-10,10576.599609,10584.299805,10416.700195,10450.000000,10450.000000,148105500
2017-08-11,10377.299805,10399.000000,10252.400391,10282.900391,10282.900391,163182000
2017-08-14,10329.400391,10490.599609,10329.299805,10461.200195,10461.200195,108126800
2017-08-15,10489.000000,10508.700195,10436.700195,10481.500000,10481.500000,79389800
2017-08-16,10521.000000,10575.900391,10517.400391,10544.299805,10544.299805,95932800
2017-08-17,10535.700195,10537.099609,10428.599609,10443.799805,10443.799805,129085000
2017-08-18,10323.599609,10392.500000,10284.799805,10385.700195,10385.700195,129448100
2017-08-21,10360.000000,10418.200195,10330.400391,10360.200195,10360.200195,84931000
2017-08-22,10425.200195,10440.400391,10360.200195,10409.799805,10409.799805,83380200
2017-08-23,10414.000000,10445.000000,10309.799805,10338.099609,10338.099609,95485300
2017-08-24,10378.700195,10421.900391,10357.200195,10357.400391,10357.400391,98551800
2017-08-25,10373.900391,10419.799805,10334.000000,10345.299805,10345.299805,71646600
2017-08-28,10313.700195,10360.200195,10284.200195,10285.900391,10285.900391,51537000
2017-08-29,10233.200195,10244.700195,10134.299805,10192.599609,10192.599609,147974000
2017-08-30,10264.599609,10274.299805,10216.799805,10245.799805,10245.799805,94776200
2017-08-31,10279.500000,10354.299805,10275.099609,10299.500000,10299.500000,179780900
2017-09-01,10328.799805,10366.500000,10314.099609,10325.500000,10325.500000,103848500
2017-09-04,10234.099609,10274.700195,10229.799805,10243.200195,10243.200195,80706600
2017-09-05,10244.700195,10287.599609,10173.599609,10179.799805,10179.799805,136704600
2017-09-06,10130.900391,10176.900391,10096.799805,10131.000000,10131.000000,132345600
2017-09-07,10175.200195,10189.500000,10118.400391,10124.900391,10124.900391,179636700
2017-09-08,10118.400391,10165.700195,10087.599609,10129.599609,10129.599609,141953700
2017-09-11,10199.900391,10343.500000,10197.799805,10322.599609,10322.599609,145464200
2017-09-12,10354.500000,10372.500000,10324.700195,10336.200195,10336.200195,129026600
2017-09-13,10324.799805,10395.099609,10308.000000,10371.000000,10371.000000,170750900
2017-09-14,10352.700195,10365.099609,10284.299805,10361.099609,10361.099609,156376500
2017-09-15,10321.200195,10370.799805,10287.200195,10317.400391,10317.400391,302199200
2017-09-18,10358.000000,10410.200195,10330.099609,10338.400391,10338.400391,133377700
2017-09-19,10312.200195,10399.099609,10296.099609,10378.400391,10378.400391,129987400
2017-09-20,10349.000000,10375.500000,10248.400391,10292.099609,10292.099609,146938000
2017-09-21,10318.200195,10340.799805,10266.799805,10297.000000,10297.000000,149861300
2017-09-22,10286.599609,10313.900391,10270.900391,10305.000000,10305.000000,130093900
2017-09-25,10270.000000,10272.400391,10186.700195,10216.500000,10216.500000,146849900
2017-09-26,10203.799805,10224.700195,10166.700195,10189.599609,10189.599609,118754700
2017-09-27,10221.299805,10398.900391,10216.700195,10368.900391,10368.900391,218242200
2017-09-28,10381.200195,10406.500000,10319.400391,10328.500000,10328.500000,178756800
2017-09-29,10336.900391,10381.500000,10277.500000,10381.500000,10381.500000,199148100
2017-10-02,10262.299805,10327.200195,10185.900391,10255.700195,10255.700195,249447000
2017-10-03,10250.599609,10276.599609,10151.099609,10257.500000,10257.500000,173270700
2017-10-04,10226.799805,10226.799805,9947.299805,9964.900391,9964.900391,348214600
2017-10-05,9934.299805,10259.900391,9922.299805,10214.700195,10214.700195,327001700
2017-10-06,10185.200195,10214.500000,10116.599609,10185.500000,10185.500000,207012700
2017-10-09,10210.599609,10306.799805,10206.099609,10236.000000,10236.000000,173267900
2017-10-10,10225.000000,10225.000000,10107.799805,10142.299805,10142.299805,208199100
2017-10-11,10304.599609,10313.099609,10247.299805,10278.400391,10278.400391,250976600
2017-10-12,10284.500000,10304.000000,10244.799805,10275.900391,10275.900391,117355200
2017-10-13,10298.599609,10299.700195,10231.500000,10258.000000,10258.000000,141950000
2017-10-16,10244.400391,10248.700195,10153.900391,10181.400391,10181.400391,155271000
2017-10-17,10164.900391,10297.099609,10134.000000,10216.799805,10216.799805,167144400
2017-10-18,10237.000000,10283.500000,10165.400391,10273.400391,10273.400391,181891400
2017-10-19,10251.299805,10276.599609,10167.400391,10197.500000,10197.500000,185402000
2017-10-20,10202.000000,10249.000000,10176.500000,10222.700195,10222.700195,196126000
2017-10-23,10202.400391,10216.400391,10141.400391,10161.400391,10161.400391,145125400
2017-10-24,10150.599609,10235.400391,10148.299805,10205.700195,10205.700195,157492600
2017-10-25,10199.000000,10273.400391,10137.099609,10153.299805,10153.299805,180681800
2017-10-26,10140.299805,10422.700195,10121.200195,10347.799805,10347.799805,374887200
2017-10-27,10354.299805,10382.400391,10136.900391,10197.500000,10197.500000,290366700
2017-10-30,10321.200195,10470.700195,10293.000000,10446.000000,10446.000000,266075500
2017-10-31,10463.200195,10570.500000,10438.099609,10523.500000,10523.500000,238017300
2017-11-01,10591.400391,10594.200195,10486.200195,10506.700195,10506.700195,200543400
2017-11-02,10509.000000,10538.400391,10403.200195,10457.799805,10457.799805,155335600
2017-11-03,10463.299805,10464.299805,10295.900391,10357.799805,10357.799805,190286600
2017-11-06,10358.099609,10358.099609,10264.000000,10316.500000,10316.500000,131982800
2017-11-07,10365.700195,10376.200195,10212.500000,10230.700195,10230.700195,166404200
2017-11-08,10236.200195,10242.700195,10155.400391,10228.700195,10228.700195,173574400
2017-11-09,10223.200195,10244.700195,10117.200195,10141.099609,10141.099609,163555100
2017-11-10,10138.599609,10168.000000,10075.799805,10092.700195,10092.700195,158359400
2017-11-13,10124.000000,10124.000000,9984.200195,10049.900391,10049.900391,143989700
2017-11-14,10063.599609,10101.799805,9970.900391,9990.400391,9990.400391,143165300
2017-11-15,9920.599609,10029.799805,9889.400391,10013.900391,10013.900391,178551000
2017-11-16,10074.000000,10173.500000,10043.099609,10088.700195,10088.700195,161035600
2017-11-17,10074.400391,10087.500000,9998.700195,10010.400391,10010.400391,182668400
2017-11-20,9999.700195,10061.799805,9981.299805,10025.500000,10025.500000,115329400
2017-11-21,10017.400391,10072.200195,9989.299805,9993.400391,9993.400391,146583800
2017-11-22,10010.200195,10092.400391,10005.799805,10013.900391,10013.900391,124899000
2017-11-23,9994.099609,10079.200195,9983.200195,10032.799805,10032.799805,115050400
2017-11-24,10044.900391,10125.400391,10036.599609,10053.500000,10053.500000,111154500
2017-11-27,10027.400391,10136.599609,10014.400391,10063.099609,10063.099609,114372400
2017-11-28,10083.799805,10148.799805,10059.500000,10144.400391,10144.400391,117467900
2017-11-29,10221.799805,10314.200195,10211.099609,10267.700195,10267.700195,216014600
2017-11-30,10266.599609,10323.099609,10211.000000,10211.000000,10211.000000,270742600
2017-12-01,10225.500000,10225.500000,10083.799805,10085.000000,10085.000000,183507100
2017-12-04,10182.799805,10248.400391,10127.599609,10208.599609,10208.599609,143875100
2017-12-05,10204.599609,10246.099609,10162.299805,10211.299805,10211.299805,132385800
2017-12-06,10156.400391,10201.799805,10098.099609,10184.000000,10184.000000,146631100
2017-12-07,10195.799805,10271.200195,10171.299805,10262.599609,10262.599609,129943800
2017-12-08,10322.500000,10380.299805,10316.500000,10321.099609,10321.099609,161045100
2017-12-11,10339.299805,10348.799805,10285.099609,10306.900391,10306.900391,141869500
2017-12-12,10319.599609,10326.200195,10248.099609,10288.299805,10288.299805,160150900
2017-12-13,10300.200195,10355.000000,10260.500000,10260.500000,10260.500000,132939800
2017-12-14,10250.000000,10293.099609,10176.500000,10176.500000,10176.500000,170193600
2017-12-15,10156.700195,10212.299805,10113.799805,10150.400391,10150.400391,321595200
2017-12-18,10197.900391,10257.799805,10188.099609,10244.099609,10244.099609,178889800
2017-12-19,10239.000000,10283.500000,10228.400391,10234.299805,10234.299805,116423200
2017-12-20,10242.000000,10246.500000,10140.500000,10207.700195,10207.700195,129664900
2017-12-21,10192.599609,10322.599609,10144.400391,10304.599609,10304.599609,152663400
2017-12-22,10145.599609,10235.799805,10138.299805,10182.000000,10182.000000,138510600
2017-12-27,10167.200195,10213.200195,10138.799805,10165.200195,10165.200195,96218000
2017-12-28,10150.299805,10162.799805,10076.500000,10093.099609,10093.099609,97238400
2017-12-29,10091.299805,10100.200195,10028.700195,10043.900391,10043.900391,118042900
2018-01-02,10089.599609,10097.900391,10017.000000,10079.099609,10079.099609,146991300
2018-01-03,10101.400391,10145.200195,10083.599609,10116.000000,10116.000000,137802800
2018-01-04,10154.599609,10325.000000,10151.000000,10314.400391,10314.400391,189788300
2018-01-05,10343.099609,10411.400391,10343.099609,10411.400391,10411.400391,145843400
2018-01-08,10439.799805,10456.900391,10398.400391,10398.400391,10398.400391,135172700
2018-01-09,10400.900391,10461.900391,10385.599609,10426.500000,10426.500000,132564600
2018-01-10,10423.200195,10474.900391,10399.099609,10428.299805,10428.299805,210844800
2018-01-11,10435.900391,10475.000000,10401.200195,10435.200195,10435.200195,208917700
2018-01-12,10463.700195,10492.200195,10443.400391,10462.400391,10462.400391,154547300
2018-01-15,10471.599609,10493.700195,10446.900391,10467.200195,10467.200195,112255300
2018-01-16,10479.000000,10572.900391,10466.200195,10520.400391,10520.400391,160056900
2018-01-17,10475.599609,10504.900391,10441.200195,10474.599609,10474.599609,144364100
2018-01-18,10500.099609,10509.200195,10403.200195,10432.700195,10432.700195,123091800
2018-01-19,10417.500000,10500.099609,10396.200195,10479.500000,10479.500000,143558400
2018-01-22,10503.599609,10601.900391,10488.299805,10584.000000,10584.000000,179083500
2018-01-23,10640.299805,10643.400391,10583.700195,10609.500000,10609.500000,168200500
2018-01-24,10595.299805,10617.200195,10563.000000,10563.000000,10563.000000,129488500
2018-01-25,10564.599609,10630.500000,10559.700195,10595.299805,10595.299805,183930300
2018-01-26,10598.599609,10635.099609,10563.200195,10595.400391,10595.400391,139534800
2018-01-29,10605.500000,10605.700195,10540.000000,10555.599609,10555.599609,150492500
2018-01-30,10481.900391,10506.400391,10416.200195,10428.200195,10428.200195,180465900
2018-01-31,10436.400391,10482.700195,10422.099609,10451.500000,10451.500000,190192400
2018-02-01,10518.299805,10543.700195,10359.400391,10399.000000,10399.000000,197535400
2018-02-02,10359.299805,10369.200195,10205.299805,10211.200195,10211.200195,203689700
2018-02-05,10138.400391,10173.799805,10058.500000,10064.500000,10064.500000,195011800
2018-02-06,9794.900391,9967.299805,9721.500000,9810.000000,9810.000000,313297200
2018-02-07,9950.799805,9988.500000,9811.700195,9976.900391,9976.900391,234404500
2018-02-08,9928.500000,9959.799805,9726.500000,9756.299805,9756.299805,228483100
2018-02-09,9710.900391,9752.200195,9581.099609,9639.599609,9639.599609,255495900
2018-02-12,9760.099609,9815.200195,9731.000000,9771.099609,9771.099609,170166600
2018-02-13,9788.500000,9797.400391,9650.700195,9650.700195,9650.700195,164804700
2018-02-14,9715.700195,9743.900391,9595.900391,9686.200195,9686.200195,178708500
2018-02-15,9770.700195,9832.099609,9674.900391,9714.900391,9714.900391,165506400
2018-02-16,9785.200195,9839.700195,9768.700195,9832.099609,9832.099609,188851400
2018-02-19,9865.099609,9905.400391,9797.200195,9806.200195,9806.200195,122821700
2018-02-20,9806.900391,9901.099609,9806.900391,9895.299805,9895.299805,153238700
2018-02-21,9874.500000,9876.099609,9777.500000,9823.299805,9823.299805,155384500
2018-02-22,9767.599609,9903.099609,9744.900391,9876.500000,9876.500000,175175500
2018-02-23,9882.900391,9891.099609,9764.900391,9822.400391,9822.400391,181436600
2018-02-26,9888.400391,9915.099609,9841.700195,9902.400391,9902.400391,156602500
2018-02-27,9930.299805,9937.200195,9863.400391,9900.200195,9900.200195,153537600
2018-02-28,9869.799805,9887.200195,9830.200195,9840.299805,9840.299805,203423600
2018-03-01,9795.299805,9808.900391,9715.200195,9738.599609,9738.599609,161713700
2018-03-02,9680.000000,9680.000000,9510.799805,9531.099609,9531.099609,208309000
2018-03-05,9500.000000,9604.200195,9494.500000,9590.799805,9590.799805,147001100
2018-03-06,9663.599609,9677.000000,9586.299805,9586.799805,9586.799805,143029000
2018-03-07,9561.299805,9612.400391,9547.099609,9599.299805,9599.299805,132064100
2018-03-08,9617.000000,9666.400391,9564.200195,9646.200195,9646.200195,144630300
2018-03-09,9651.000000,9704.900391,9631.500000,9686.099609,9686.099609,117278700
2018-03-12,9747.400391,9761.299805,9702.500000,9727.500000,9727.500000,110658800
2018-03-13,9737.200195,9811.400391,9670.700195,9691.700195,9691.700195,151206300
2018-03-14,9698.900391,9737.400391,9632.200195,9688.500000,9688.500000,159016100
2018-03-15,9715.299805,9720.599609,9647.500000,9684.200195,9684.200195,146814900
2018-03-16,9676.200195,9800.799805,9664.000000,9761.000000,9761.000000,313971200
2018-03-19,9733.900391,9747.299805,9646.000000,9664.099609,9664.099609,123279600
2018-03-20,9676.299805,9693.200195,9608.500000,9681.599609,9681.599609,129603000
2018-03-21,9701.500000,9702.400391,9592.099609,9630.900391,9630.900391,145644800
2018-03-22,9580.400391,9648.299805,9432.599609,9487.400391,9487.400391,199763700
2018-03-23,9399.200195,9428.900391,9327.599609,9393.099609,9393.099609,226994800
2018-03-26,9418.099609,9460.599609,9343.299805,9381.000000,9381.000000,159534000
2018-03-27,9518.200195,9519.200195,9441.599609,9473.599609,9473.599609,137671300
2018-03-28,9397.799805,9555.000000,9348.900391,9555.000000,9555.000000,177665900
2018-03-29,9595.599609,9657.500000,9581.700195,9600.400391,9600.400391,153270700
2018-04-03,9532.099609,9577.500000,9500.000000,9549.599609,9549.599609,129871700
2018-04-04,9555.500000,9560.400391,9417.299805,9513.299805,9513.299805,151218600
2018-04-05,9637.500000,9761.799805,9616.700195,9740.900391,9740.900391,162491700
2018-04-06,9688.299805,9734.200195,9658.900391,9682.799805,9682.799805,114953400
2018-04-09,9735.099609,9790.200195,9716.799805,9742.799805,9742.799805,99214300
2018-04-10,9798.500000,9806.000000,9738.700195,9763.500000,9763.500000,125802100
2018-04-11,9742.599609,9786.299805,9717.299805,9735.799805,9735.799805,122928200
2018-04-12,9733.000000,9767.599609,9706.099609,9747.000000,9747.000000,127527600
2018-04-13,9764.000000,9858.900391,9744.400391,9767.299805,9767.299805,137074600
2018-04-16,9768.700195,9796.500000,9747.299805,9766.099609,9766.099609,100400800
2018-04-17,9785.400391,9824.400391,9762.299805,9803.900391,9803.900391,112396600
2018-04-18,9814.500000,9871.299805,9800.299805,9857.299805,9857.299805,146904000
2018-04-19,9861.799805,9902.700195,9838.799805,9868.000000,9868.000000,120796500
2018-04-20,9864.400391,9908.000000,9847.099609,9884.200195,9884.200195,139382700
2018-04-23,9898.599609,9922.000000,9862.599609,9922.000000,9922.000000,118071400
2018-04-24,9922.700195,9939.400391,9848.400391,9883.400391,9883.400391,188820600
2018-04-25,9829.200195,9858.400391,9793.000000,9858.000000,9858.000000,161124600
2018-04-26,9871.500000,9914.700195,9856.700195,9902.299805,9902.299805,131267400
2018-04-27,9894.200195,9947.299805,9883.799805,9925.400391,9925.400391,139092700
2018-04-30,9924.000000,9995.400391,9916.099609,9980.599609,9980.599609,142924100
2018-05-02,9982.599609,10098.900391,9981.400391,10088.900391,10088.900391,157392800
2018-05-03,10080.700195,10095.200195,10017.599609,10038.799805,10038.799805,140956500
2018-05-04,10047.099609,10104.099609,10029.400391,10104.099609,10104.099609,162050000
2018-05-07,10114.200195,10148.599609,10106.299805,10140.900391,10140.900391,89759400
2018-05-08,10135.099609,10180.500000,10091.900391,10168.099609,10168.099609,177955800
2018-05-09,10163.700195,10222.700195,10138.900391,10221.200195,10221.200195,133256100
2018-05-10,10243.299805,10257.099609,10191.099609,10246.599609,10246.599609,116750700
2018-05-11,10245.200195,10284.500000,10242.099609,10271.400391,10271.400391,120333700
2018-05-14,10277.200195,10291.400391,10215.299805,10257.799805,10257.799805,108963000
2018-05-15,10237.900391,10265.000000,10159.099609,10207.599609,10207.599609,152740700
2018-05-16,10189.799805,10194.200195,10089.799805,10111.000000,10111.000000,212003400
2018-05-17,10120.799805,10216.400391,10108.500000,10216.400391,10216.400391,153622900
